DateTime,HerdID,MonthString,OrigMonthString,DairyCows_Total,MilkYield,TotalKWh,CoolingKWh,VacuumKWh,WaterHeatKWh,OtherKWh,CoolingType,IBDX,GWPHE,PHEProcedure
735904,13,Oct,Oct-14,68,23093,1208.417345,411.6764785,240.3421176,253.1550252,303.2437232,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735934,13,Nov,Nov-14,65,20992,1308.007708,432.7504689,203.9122612,243.2688194,428.0761588,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735965,13,Dec,Dec-14,65,20216,1203.808468,375.7308443,172.3894383,268.290121,387.3980642,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735996,13,Jan,Jan-15,65,16876,1180.61289,131.8433437,445.7073333,265.5892137,337.4729991,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736024,13,Feb,Feb-15,77,24427,1388.932664,195.6727679,494.9519911,250.3861607,447.9217441,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736055,13,Mar,Mar-15,84,27023,1689.178883,337.5979003,629.8419023,277.2931452,444.4459352,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736085,13,Apr,Apr-15,84,58136,1508.779255,473.4198804,594.0988053,268.9925061,172.2680636,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736116,13,May,May-15,84,60229,1459.370151,518.8226555,552.4565378,277.2862231,110.8047349,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736146,13,Jun,Jun-15,82,57405,1399.54246,551.2738451,497.7180966,257.7683223,92.78219606,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736177,13,Jul,Jul-15,79,47665,1325.145128,488.2278898,466.7702185,273.1834677,96.96355167,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736208,13,Aug,Aug-15,79,36660,1185.093849,404.7076975,431.2344202,258.6605714,90.49115966,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736238,13,Sep,Sep-15,93,33993,1322.576728,344.0581452,499.0194512,260.57124,218.9278916,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736269,13,Oct,Oct-15,94,37887,1554.165647,353.8376344,563.8680336,268.0800403,368.3799387,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736299,13,Nov,Nov-15,94,34495,1534.168822,372.6629212,514.6815879,267.3928125,379.4315008,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736330,13,Dec,Dec-15,93,33285,1458.079234,345.7978032,452.055395,274.3921707,385.833865,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736361,13,Jan,Jan-16,90,23752,1315.583535,255.4715726,413.4776882,274.1921035,372.4421707,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736390,13,Feb,Feb-16,101,37634,1594.072378,300.1231764,572.6166008,256.7843391,464.5482616,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736421,13,Mar,Mar-16,100,54811,1764.092574,450.5538824,651.4562689,272.0827285,389.9996942,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736451,13,Apr,Apr-16,92,59964,1581.243309,498.2187978,602.0444908,265.8690063,215.1110142,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736482,13,May,May-16,92,65611,1600.194964,629.5683453,582.4453237,279.971223,108.2100719,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736512,13,Jun,Jun-16,92,58036,1478.405036,630.8316547,530.4546763,252.828777,64.28992806,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736543,13,Jul,Jul-16,92,51008,1389.4,555.5,491,273,69.9,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736574,13,Aug,Aug-16,83,38586,1255.3,473.4,439.5,264.7,77.7,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736604,13,Sep,Sep-16,87,36555,1284.4,396.2,484.1,257,147.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736635,13,Oct,Oct-16,87,35103,1471.8,356.7,544.7,275.2,295.2,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736665,13,Nov,Nov-16,89,35828,1522.4,312.5,549.9,266.6,393.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736696,13,Dec,Dec-16,88,30267,1460.3,357.5,466.5,279,357.3,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736727,13,Jan,Jan-17,86,25293,1346.3,312.2,398.8,276.8,358.5,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736755,13,Feb,Feb-17,94,33242,1588.5,379,511.8,249.3,448.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736786,13,Mar,Mar-17,96,57312,1866.1,642,619.1,266.9,338.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736816,13,Apr,Apr-17,94,64219,1696.3,700.9,579.2,262.6,153.6,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736847,13,May,May-17,94,67278,1759.6,756.3,615.8,271.3,116.2,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736877,13,Jun,Jun-17,93,55240,1584.9,677.4,548.1,259.2,100.2,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736908,13,Jul,Jul-17,93,47867,1520.2,643.8,510.8,267.5,98.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736939,13,Aug,Aug-17,93,42336,1370.6,548.2,462.4,269.3,90.7,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736969,13,Sep,Sep-17,100,33101,1310.9,443.5,473.6,257.8,136,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737000,13,Oct,Oct-17,99,37232,1558.874576,491.4432203,548.1305085,267.580226,251.7206215,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737030,13,Nov,Nov-17,99,38550,1557.524672,451.8018924,573.4364088,265.5551124,266.7312582,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737061,13,Dec,Dec-17,99,35389,1500.600752,416.4548872,517.6330827,272.5646617,293.9481203,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735631,14,Jan,Jan-14,184,68495,NaN,NaN,NaN,NaN,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735659,14,Feb,Feb-14,191,75720,3328.493962,1071.817456,680.4405384,177.9897069,1398.24626,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735690,14,Mar,Mar-14,173,98229,3809.289968,1383.575371,801.9207428,193.1819793,1430.611875,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735720,14,Apr,Apr-14,172,115103,3789.65497,1567.650823,813.4689923,176.9278051,1231.607349,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735751,14,May,May-14,168,124373,3896.704085,1641.693195,834.0535631,182.5946103,1238.362717,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735781,14,Jun,Jun-14,167,100267,3793.248559,1699.769364,765.0964224,176.5838138,1151.798958,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735812,14,Jul,Jul-14,165,89498,3627.954756,1559.170689,729.2826373,137.900305,1201.601125,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735843,14,Aug,Aug-14,165,70713,3190.940813,1214.457676,655.8853883,183.6521322,1136.945617,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735873,14,Sep,Sep-14,165,51373,2914.009205,1081.186798,556.3582859,173.6917685,1102.772353,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735904,14,Oct,Oct-14,175,45397,3212.694907,886.251937,693.943271,180.4818151,1452.017884,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735934,14,Nov,Nov-14,183,66496,3307.548056,937.3504861,675.5031608,196.5045502,1498.189858,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735965,14,Dec,Dec-14,182,69357,3022.529906,884.2938844,606.0104874,193.3339555,1338.891579,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735996,14,Jan,Jan-15,191,58571,2895.688071,769.870885,577.8346458,190.0400249,1357.942515,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736024,14,Feb,Feb-15,197,75700,3080.730294,934.7937901,651.1923333,165.5738002,1329.170371,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736055,14,Mar,Mar-15,189,95584,4082.560256,1536.087179,842.8623556,186.3877647,1517.222957,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736085,14,Apr,Apr-15,187,146632,4363.324859,1894.500129,894.0140175,117.8998104,1456.910902,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736116,14,May,May-15,186,140777,4328.260235,1965.780303,899.7063529,21.22137815,1441.552202,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736146,14,Jun,Jun-15,184,121325,4077.859764,1833.908996,787.7466667,92.79659604,1363.407505,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736177,14,Jul,Jul-15,184,99216,3701.428773,1503.31442,776.9827227,95.59630252,1325.535328,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736208,14,Aug,Aug-15,183,79797,3301.125513,1259.992401,695.2003361,151.2523697,1194.680406,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736238,14,Sep,Sep-15,185,56202,2993.115665,1015.457034,628.2539771,224.033206,1125.371448,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736269,14,Oct,Oct-15,202,89517,3822.517928,1205.114017,796.6024874,253.9705645,1566.830859,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736299,14,Nov,Nov-15,206,95618,4304.394062,1385.580938,847.7950069,278.6963572,1792.321761,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736330,14,Dec,Dec-15,204,94580,3718.248992,1182.497211,669.4744202,316.8127688,1549.464592,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736361,14,Jan,Jan-16,209,67813,3318.814819,931.5129032,623.4186828,281.5891129,1482.29412,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736390,14,Feb,Feb-16,210,100704,3707.131106,1143.310524,723.8794826,262.2882902,1577.652809,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736421,14,Mar,Mar-16,201,119229,4351.21161,1513.708468,860.2165714,289.5416807,1687.74489,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736451,14,Apr,Apr-16,201,132306,4389.670119,1658.774669,874.5606845,264.1250347,1592.209731,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736482,14,May,May-16,201,140265,4828.544828,2402.727338,887.3438849,36.52158273,1501.952022,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736512,14,Jun,Jun-16,197,127708,4346.388506,2156.517106,821.3394484,6.578417266,1361.953534,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736543,14,Jul,Jul-16,197,107394,4149.466667,1899.155556,835.1166667,6.6,1408.594444,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736574,14,Aug,Aug-16,197,93500,3682.7,1532.4,752.4,24,1373.9,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736604,14,Sep,Sep-16,196,52030,3145.7,1053.1,635.6,133.2,1323.8,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736635,14,Oct,Oct-16,208,73828,3644.491959,1047.6,767.2,133.6,1696.091959,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736665,14,Nov,Nov-16,212,98153,3867.322061,1307.841935,839.6451613,131.5,1588.334965,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736696,14,Dec,Dec-16,212,95818,3996.232797,1228.458065,736.2548387,139.3,1892.219893,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736727,14,Jan,Jan-17,222,81478,3996.232797,998.775,662.1,125.3,2210.057797,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736755,14,Feb,Feb-17,230,106033,3601.349154,1300.934589,750.090411,124.3,1426.024154,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736786,14,Mar,Mar-17,223,142460,4851.471233,1984.890411,909.309589,134.5,1822.771233,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736816,14,Apr,Apr-17,214,152928,5012.1,NaN,873.3,112.7,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736847,14,May,May-17,203,164372,5012.4,2323.1,886.3,137.4,1665.6,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736877,14,Jun,Jun-17,203,129528,1567.3,668.4,303.3,47.3,548.3,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736908,14,Jul,Jul-17,203,121719,NaN,1445.842448,808.3170216,223.3993513,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736939,14,Aug,Aug-17,203,95281,NaN,1445.842448,808.3170216,223.3993513,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
736969,14,Sep,Sep-17,203,68940,NaN,1399.202369,782.2422789,216.1929206,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
737000,14,Oct,Oct-17,219,79679,NaN,1445.842448,808.3170216,223.3993513,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
737030,14,Nov,Nov-17,220,106509,NaN,1356.406748,848.4037305,219.096418,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
737061,14,Dec,Dec-17,215,91264,NaN,1103.742857,783.6654135,244.5142857,NaN,Ice Bank + PHE (GW  SS),IB,Yes,PHE GW Recycled
735631,15,Jan,Jan-14,160,1266,NaN,NaN,238.6948905,302.5474453,NaN,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735659,15,Feb,Feb-14,167,42988,3868.876488,1669.341146,861.0602903,631.0037216,707.4713304,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735690,15,Mar,Mar-14,170,104599,4462.797177,2218.289785,989.6970084,585.1895126,669.6208715,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735720,15,Apr,Apr-14,172,126736,4024.596944,2187.85941,936.7500694,540.9631122,359.0243531,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735751,15,May,May-14,172,134704,3533.859966,1935.499866,894.8014118,515.3191261,188.239563,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735781,15,Jun,Jun-14,169,121367,3250.483571,1821.564097,816.2664583,457.4348853,155.2181298,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735812,15,Jul,Jul-14,169,119624,3288.804738,1872.671121,835.1993745,428.6317983,152.3024442,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735843,15,Aug,Aug-14,169,107414,3227.967876,1752.954539,851.4577479,449.0523697,174.5032194,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735873,15,Sep,Sep-14,152,95703,2840.928745,1431.072428,768.2400263,443.8620354,197.7542553,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735904,15,Oct,Oct-14,142,61818,2520.893011,1021.228773,712.4176807,549.7538151,237.4927418,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735934,15,Nov,Nov-14,141,33153,2152.640778,682.9108718,500.6211184,513.9349774,455.1738104,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735965,15,Dec,Dec-14,139,9108,1205.209409,372.8504032,148.1492437,293.1969086,391.0128531,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735996,15,Jan,Jan-15,143,0,2545.583534,1065.351612,478.3673334,398.8855183,602.9790709,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736024,15,Feb,Feb-15,162,32842,2299.319491,962.2877004,432.089271,360.2966606,544.6458588,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736055,15,Mar,Mar-15,165,90166,4486.7028,2330.059096,903.0347749,710.5244706,543.0844578,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736085,15,Apr,Apr-15,165,132146,4186.56057,2307.200833,884.9484961,656.3832581,338.0279822,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736116,15,May,May-15,164,139321,3645.848522,1907.681183,884.2908235,645.750521,208.1259942,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736146,15,Jun,Jun-15,164,118584,3457.400069,1802.527216,886.9232372,598.122612,169.8270043,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736177,15,Jul,Jul-15,162,104786,3336.540793,1785.498689,844.0502857,539.5435294,167.4482888,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736208,15,Aug,Aug-15,161,102665,3381.370901,1688.634073,853.1594622,637.8425546,201.7348112,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736238,15,Sep,Sep-15,160,86963,3021.593746,1350.342718,815.6490448,616.0412643,239.5607184,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736269,15,Oct,Oct-15,160,71453,3006.118884,1222.041426,815.021042,641.7464874,327.3099293,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736299,15,Nov,Nov-15,141,40083,2581.994933,892.1660048,546.5397505,639.5136144,503.7755631,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736330,15,Dec,Dec-15,141,13848,1839.453042,617.2145161,223.3249748,516.4202353,482.4933158,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736361,15,Jan,Jan-16,158,0,1642.251647,622.6091398,175.3766723,314.4220861,529.8437483,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736390,15,Feb,Feb-16,168,40292,4195.31171,2020.650575,708.9634208,749.6381466,716.0595677,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736421,15,Mar,Mar-16,171,84797,4874.037231,2565.761862,888.8969758,791.6975462,627.6808476,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736451,15,Apr,Apr-16,170,108148,3910.772307,1798.172446,909.0771637,737.1230716,466.3996257,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736482,15,May,May-16,165,137872,3359.720144,1553.267626,924.3194245,661.8489209,220.2841727,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736512,15,Jun,Jun-16,164,121703,2958.379856,1328.632374,903.4805755,555.5510791,170.7158273,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736543,15,Jul,Jul-16,163,110675,3141.7,1278.2,986.3,684.8,192.4,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736574,15,Aug,Aug-16,163,108968,2959.2,1278.4,891.2,584.1,205.5,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736604,15,Sep,Sep-16,161,80380,2829.1,1127.7,803,648.3,250.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736635,15,Oct,Oct-16,157,61485,3193.8,1117.7,798.2,980.6,297.3,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736665,15,Nov,Nov-16,145,51894,3071,1015.9,735.6,811.3,508.2,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736696,15,Dec,Dec-16,136,16466,2166.8,685.8,324.6,642.4,514,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736727,15,Jan,Jan-17,137,0,1213,446.3,154.7,142.4,469.6,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736755,15,Feb,Feb-17,165,34610,3820.4,1638.8,634.2,939.5,607.9,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736786,15,Mar,Mar-17,167,104004,4674.4,2441.2,824.5,917.6,491.1,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736816,15,Apr,Apr-17,166,128087,4055.2,1877.5,925.8,947.4,304.5,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736847,15,May,May-17,166,136933,3852,1815.2,887.9,934.9,214,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736877,15,Jun,Jun-17,166,125045,3458.2,1628.1,860,785.2,184.9,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736908,15,Jul,Jul-17,166,127996,3466.6,1588.2,853.6,836.6,188.2,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736939,15,Aug,Aug-17,166,106817,3332,1434.7,837.4,848.6,211.3,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
736969,15,Sep,Sep-17,166,89807,3023.1,1225.4,780.6,787.8,229.3,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737000,15,Oct,Oct-17,158,71498,3279.063366,1239.114851,838.5752475,778.809901,422.5633663,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737030,15,Nov,Nov-17,150,42043,3029.503551,960.6686072,709.3202412,834.1923546,525.3223479,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
737061,15,Dec,Dec-17,150,14769,2151.533083,870.3165414,259.0045113,574.0977444,448.1142857,DX Bulk Tank + PHE (GW  SS/DS but only 1 stage used),DX,Yes,PHE GW Recycled
735631,16,Jan,Jan-14,172,61849,NaN,NaN,368.5729927,164.3116788,NaN,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735659,16,Feb,Feb-14,161,78806,3928.720982,NaN,365.844006,142.2586528,NaN,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735690,16,Mar,Mar-14,151,76876,3818.764651,NaN,338.1542031,161.7086022,NaN,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735720,16,Apr,Apr-14,147,104597,3359.33125,848.9516001,330.5587908,167.3161111,2012.504748,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735751,16,May,May-14,145,91307,3426.401142,781.2870588,301.5049765,142.944,2200.665107,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735781,16,Jun,Jun-14,144,77011,3237.947014,853.1881209,278.8935417,117.0218131,1988.843538,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735812,16,Jul,Jul-14,144,61793,3293.417748,701.5066891,253.5092282,112.2754032,2226.126427,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735843,16,Aug,Aug-14,137,53592,2720.326949,540.444437,231.7334454,113.2140504,1834.935016,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735873,16,Sep,Sep-14,138,35774,2262.755401,437.6555749,215.8911997,136.7423411,1472.466286,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735904,16,Oct,Oct-14,142,50898,2373.791328,439.7429916,260.6501009,148.1492437,1525.248992,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735934,16,Nov,Nov-14,142,59033,2881.099375,479.6328472,264.4670605,229.0795139,1907.919953,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735965,16,Dec,Dec-14,141,66565,4011.436905,405.3444519,262.9531944,232.7781922,3110.361066,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
735996,16,Jan,Jan-15,158,60693,NaN,459.0701538,293.0984543,316.6063508,NaN,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
736024,16,Feb,Feb-15,164,80176,3443.860491,518.7857143,321.0774386,350.5303571,2253.466981,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
736055,16,Mar,Mar-15,163,86567,3757.623589,717.7746441,349.6845052,328.899369,2361.26507,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
736085,16,Apr,Apr-15,168,125318,3293.043021,835.3974429,348.4061175,224.3692455,1884.870215,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
736116,16,May,May-15,169,104583,3283.505175,916.1152554,345.6642905,176.4184812,1845.307148,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
736146,16,Jun,Jun-15,168,99444,2788.667951,1000.341299,304.2222377,146.1013889,1338.003026,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
736177,16,Jul,Jul-15,168,85712,2687.404839,940.763618,287.9901176,182.5613239,1276.089779,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
736208,16,Aug,Aug-15,168,63821,2667.191263,839.7279085,270.4632818,156.152453,1400.84762,DX Bulk Tank + PHE (GW+ICW  DS),DX,Yes,PHE GW Recycled
